,LM number,Bone words,Region words,Data point,By Bone 14,By Bone (joining exoccipital+prootic) 12,By Region 19,Functional regions 6,Caecilian modules (FP in Fr) 9,Caecilian modules (FP in Pa) 10,Variably vs always present,Ossification sequence rank,"Simon+Marroig 2017 Functional 1 (NA: R, FP: R)","Simon+Marroig 2017 Functional 2 (NA: R, FP: N)","Simon+Marroig 2017 Functional 3 (NA: R, FP: Su)","Simon+Marroig 2017 Functional 4 (NA: Sn, FP: R)","Simon+Marroig 2017 Functional 5 (NA: Sn, FP: N)","Simon+Marroig 2017 Functional 6 (NA: Sn, FP: Su)","Pierkarski 1 (PS_sph: M, FP: H)","Pierkarski 2 (PS_sph: M, FP: M)","Pierkarski 3 (PS_sph: M, FP: B)","Pierkarski 4 (PS_sph: H, FP: H)","Pierkarski 5 (PS_sph: H, FP: M)","Pierkarski 6 (PS_sph: H, FP: B)","Vidal-Garcia 1. Snout: tip of the snout and the olfactory area (premaxilla, maxilla, and nasal),(I included Neo and Vo in snout too) 2: rest. ","Vidal-Garica 2: 1. dorsal, 2. ventral","Vidal-Garica 3: 1. snout, 2. rest, 3. squamosal","Vidal-Garcia 4: 1. snout, 2. posterior 3. medial","Vidal-Garcia 5: 1. snout, 2. rest, 3. brain region (dorsal sphenethemoid, exoccipital, frontoparietal)"
P11,763,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,764,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,765,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,766,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,767,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,768,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,769,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,770,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,771,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,772,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,773,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,774,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,775,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,776,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,777,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,778,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,779,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,780,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,781,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,782,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,783,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,784,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,785,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,786,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,787,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,788,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,789,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,790,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,791,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,792,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,793,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,794,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,795,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,796,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,797,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,798,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,799,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,800,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,801,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,802,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,803,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,804,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,805,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,806,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,807,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,808,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,809,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,810,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,811,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,812,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,813,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,814,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,815,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,816,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P12,817,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,818,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,819,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,820,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,821,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,822,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,823,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,824,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,825,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,826,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,827,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,828,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,829,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,830,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,831,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,832,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,833,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,834,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,835,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,836,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,837,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,838,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,839,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,840,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,841,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P12,842,Squamosal,Squamosal,Sq patch 26,4,4,4,3,4,4,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2
P13,843,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P13,844,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P13,845,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P13,846,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P13,847,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P13,848,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P13,849,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P13,850,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P13,851,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P13,852,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P13,853,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P13,854,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P13,855,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P13,856,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P13,857,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P13,858,Neopalatine,Neopalatine,Neo patch 16,10,9,13,5,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
P14,859,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P14,860,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P14,861,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P14,862,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P14,863,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P14,864,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P14,865,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P14,866,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P14,867,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P14,868,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P14,869,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P14,870,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P14,871,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P14,872,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P14,873,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P14,874,Stapes,Stapes,Stapes patch 16,11,10,14,3,9,9,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2
P15,875,Quadratojugal,Quadratojugal(l),Qu patch 15,12,11,15,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P15,876,Quadratojugal,Quadratojugal(l),Qu patch 15,12,11,15,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P15,877,Quadratojugal,Quadratojugal(l),Qu patch 15,12,11,15,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P15,878,Quadratojugal,Quadratojugal(l),Qu patch 15,12,11,15,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P15,879,Quadratojugal,Quadratojugal(l),Qu patch 15,12,11,15,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P15,880,Quadratojugal,Quadratojugal(l),Qu patch 15,12,11,15,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P15,881,Quadratojugal,Quadratojugal(l),Qu patch 15,12,11,15,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P15,882,Quadratojugal,Quadratojugal(l),Qu patch 15,12,11,15,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P15,883,Quadratojugal,Quadratojugal(l),Qu patch 15,12,11,15,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P15,884,Quadratojugal,Quadratojugal(l),Qu patch 15,12,11,15,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P15,885,Quadratojugal,Quadratojugal(l),Qu patch 15,12,11,15,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P15,886,Quadratojugal,Quadratojugal(l),Qu patch 15,12,11,15,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P15,887,Quadratojugal,Quadratojugal(l),Qu patch 15,12,11,15,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P15,888,Quadratojugal,Quadratojugal(l),Qu patch 15,12,11,15,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P15,889,Quadratojugal,Quadratojugal(l),Qu patch 15,12,11,15,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,890,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,891,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,892,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,893,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,894,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,895,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,896,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,897,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,898,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,899,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,900,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,901,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,902,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,903,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,904,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P16,905,Quadratojugal,Quadratojugal(JJ),JJ patch 16,12,11,16,3,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
P17,906,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,907,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,908,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,909,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,910,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,911,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,912,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,913,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,914,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,915,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,916,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,917,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,918,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,919,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,920,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,921,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,922,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,923,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,924,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,925,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,926,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
P17,927,Sphenethmoid,Sphenethmoid(d),SphD patch 29,13,12,17,4,6,10,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,2,1,2,3,3
